ID	DOCULECT	CONCEPTICON_ID	CONCEPTICON_GLOSS	VALUE
7536	Sharanahua	195	MAT	pishin
7537	Sharanahua	195	MAT	racati
8161	Kakataibo	195	MAT	pishí
8162	Kakataibo	195	MAT	pama kari
8524	Isconahua	493	FIVE	arana
8605	Isconahua	195	MAT	pinshí
9225	Chipaya	1500	FOUR	paqpik(a)
9229	Chipaya	493	FIVE	phisqa
9654	Chacobo	1500	FOUR	rabë-rabë
9655	Chacobo	493	FIVE	rabë-rabë-huësti
	Cavinena	493	FIVE	cinco, pishika
	Cavinena	1500	FOUR	cuatro, pushi
	Tacana	493	FIVE	pishica
	Tacana	1500	FOUR	pushi
8	Maxuruna	1496	GRANDMOTHER	schanu
11	Maxuruna	1383	GRANDFATHER	pontároa
97	MayorunaDomestica	945	SPEAR	aco
116	MayorunaDomestica	1350	MONKEY	shuna
136	MayorunaFera	945	SPEAR	paca
169	MayorunaFera	1350	MONKEY	nahuan
259	Culino	1496	GRANDMOTHER	tschya
263	Culino	1383	GRANDFATHER	auntia
818	RemoBlanco	1350	MONKEY	sinú
2287	EseEjja	1383	GRANDFATHER	ɓaɓa
2289	EseEjja	1496	GRANDMOTHER	ano
2291	EseEjja	1327	UNCLE	tooto
2292	EseEjja	1063	NEPHEW	ɓoe
2323	EseEjja	1350	MONKEY	ɗo
2324	EseEjja	1350	MONKEY	ɗixi-ɗixi
2526	EseEjja	411	GOURD	tepe
2527	EseEjja	411	GOURD	tepi
2643	EseEjja	1753	TOP	ehamako-ʔoho
2867	HuarayoEseEjja	1383	GRANDFATHER	baba
2869	HuarayoEseEjja	1496	GRANDMOTHER	ʔano
2871	HuarayoEseEjja	1327	UNCLE	kaka
2872	HuarayoEseEjja	1327	UNCLE	iča
2873	HuarayoEseEjja	1063	NEPHEW	čawa
2899	HuarayoEseEjja	1350	MONKEY	do
2901	HuarayoEseEjja	1575	COCKROACH	čapa
3128	HuarayoEseEjja	1753	TOP	e-mato
3925	Cashibo	1383	GRANDFATHER	ṣ̌uta
3926	Cashibo	1383	GRANDFATHER	βɨ̃'ta
3928	Cashibo	1496	GRANDMOTHER	čiči
3929	Cashibo	1327	UNCLE	koko
3930	Cashibo	1063	NEPHEW	piaka
3952	Cashibo	1350	MONKEY	čiru
3953	Cashibo	1350	MONKEY	riri
3954	Cashibo	1350	MONKEY	roo
3955	Cashibo	1350	MONKEY	ɲoo
3956	Cashibo	1350	MONKEY	βasa
4136	Cashibo	411	GOURD	ṣ̌ampa
4137	Cashibo	411	GOURD	ṣ̌o'pã
4138	Cashibo	411	GOURD	ma'sɨ̃
4333	Cashibo	945	SPEAR	ma'sĩβũ
4394	Catuquina	1383	GRANDFATHER	ṣ̌aʔiṣ̌o
4396	Catuquina	1496	GRANDMOTHER	iča
4398	Catuquina	1327	UNCLE	βakɨ-ṣ̌oʔo
4399	Catuquina	1063	NEPHEW	pia
4400	Catuquina	1063	NEPHEW	βaki-ṣ̌oʔo
4433	Catuquina	1350	MONKEY	mɨβi-ya-βo
4435	Catuquina	1575	COCKROACH	mãpa
4703	Catuquina	1753	TOP	mãkaʔĩ
4834	Catuquina	945	SPEAR	paka
5591	ShipiboConibo	1383	GRANDFATHER	papa-yosi
5592	ShipiboConibo	1383	GRANDFATHER	yosi-šoko
5594	ShipiboConibo	1496	GRANDMOTHER	tita-yo-ṣ̌ã
5597	ShipiboConibo	1327	UNCLE	koka
5598	ShipiboConibo	1327	UNCLE	epa
5599	ShipiboConibo	1063	NEPHEW	koko
5626	ShipiboConibo	1350	MONKEY	šoni
5860	ShipiboConibo	411	GOURD	masɨ̃
6001	ShipiboConibo	1753	TOP	mato
6002	ShipiboConibo	1753	TOP	ma-
6224	ShipiboConibo	945	SPEAR	c̷ac̷itaṣ̌o
6288	Yaminahua	1383	GRANDFATHER	čata
6289	Yaminahua	1383	GRANDFATHER	ṣ̌ota
6291	Yaminahua	1496	GRANDMOTHER	čiči
6292	Yaminahua	1496	GRANDMOTHER	ṣ̌ano
6294	Yaminahua	1063	NEPHEW	pia
6322	Yaminahua	1350	MONKEY	šino
6324	Yaminahua	1575	COCKROACH	mãpača
6630	Yaminahua	1753	TOP	amãnão
6631	Yaminahua	1753	TOP	kamaki
6797	Yaminahua	945	SPEAR	aši
6848	Amahuaca	282	POLE	jíí
6955	Amahuaca	945	SPEAR	chicáro
7057	Amahuaca	1295	STICK	jíí
7067	Amahuaca	1326	DOWN	mápoquí
7077	Amahuaca	1350	MONKEY	hízo
7088	Amahuaca	1383	GRANDFATHER	xóta, paxúni
7146	Amahuaca	1496	GRANDMOTHER	haxúni
7167	Amahuaca	1575	COCKROACH	chintá
7219	Amahuaca	1786	DRY UP	chóshihí, tánchí
7262	Amahuaca	2012	COLLAR	túxo
7264	Amahuaca	2015	MAKE DRY	chóshihí, tánohí
7275	Amahuaca	2142	RUN AWAY	páxahicáhi
7287	Amahuaca	2493	BOIL	covínquin
7295	Amahuaca	2911	BACKWARD	cáchiihó
7301	Amahuaca	3294	BRAID (VERB) OR WEAVE (BASKET)	tíihquín
7302	Amahuaca	3320	SNARE (TRAP)	mávan
7309	Amahuaca	3701	HOLLOW	mai-xántoo, rúoo
7370	Capanahua	1753	TOP	bosh
7375	Capanahua	2911	BACKWARD	cahchiho
7378	Capanahua	2142	RUN AWAY	cahneti
7388	Capanahua	3294	BRAID (VERB) OR WEAVE (BASKET)	caquequin
7409	Capanahua	2493	BOIL	cobinjaquin, cobini
7484	Capanahua	945	SPEAR	jashi
7494	Capanahua	1295	STICK	jihui
7495	Capanahua	282	POLE	jihui
7511	Capanahua	1786	DRY UP	jomesaquin
7512	Capanahua	2015	MAKE DRY	jomesaquin
7578	Capanahua	1326	DOWN	naman
7643	Capanahua	57	ATOP	pemacanya
7651	Capanahua	1063	NEPHEW	pihasha
7709	Capanahua	3320	SNARE (TRAP)	rampa
7730	Capanahua	976	WEAR	sahuemaquin
7771	Capanahua	2012	COLLAR	teoti
7814	Capanahua	3701	HOLLOW	xahban
7819	Capanahua	1496	GRANDMOTHER	xano, chichi
7843	Capanahua	1383	GRANDFATHER	xohta
7891	Matis	57	ATOP	abuk
8010	Matis	945	SPEAR	paka
8018	Matis	1063	NEPHEW	piak
	Movima	1840	BUILD	en-poh-na
	Movima	860	CAUSE	kau-ham-pa
	Movima	1575	COCKROACH	moɗon̉
	Movima	2012	COLLAR	wo-roʔo
	Movima	411	GOURD	sawam-po
	Movima	1383	GRANDFATHER	nonoʔo
	Movima	1496	GRANDMOTHER	nonoʔo
	Movima	1350	MONKEY	si-ɗoh
	Movima	1063	NEPHEW	yani-kai
	Movima	225	PESTLE	ɓarin-kʷa
	Movima	1753	TOP	čuru-ɗuʔu
	Movima	1327	UNCLE	yayaʔa
	Movima	3294	BRAID (VERB) OR WEAVE (BASKET)	sama-ɗin-ɬeu
	Poyanawa	1383	GRANDFATHER	bixuhua
	Poyanawa	1496	GRANDMOTHER	huta
	Poyanawa	1327	UNCLE	kuka
	Nucuyni	1350	MONKEY	izú
	Matses	1575	COCKROACH	padacquid
	Matses	411	GOURD	madubon senco
	Matses	411	GOURD	sencodapa
	Matses	1383	GRANDFATHER	buchido
	Matses	225	PESTLE	senad podo
	Matses	945	SPEAR	siante
	Matses	1753	TOP	dada
	Matses	1753	TOP	mannan
	Kakataibo	1575	COCKROACH	xëpan kuru
	Kakataibo	411	GOURD	baran
	Kakataibo	1383	GRANDFATHER	chaiti
	Kakataibo	1496	GRANDMOTHER	chichi
	Kakataibo	1063	NEPHEW	chirabakëntua
	Kakataibo	945	SPEAR	masibu
	Kakataibo	1327	UNCLE	paitsi
	Isconahua	1575	COCKROACH	wapahoi
	Isconahua	1575	COCKROACH	wapahoin ewa
	Isconahua	2012	COLLAR	chope
	Isconahua	411	GOURD	bakon
	Isconahua	411	GOURD	mano
	Isconahua	1383	GRANDFATHER	bechiroa
	Isconahua	1383	GRANDFATHER	chaita
	Isconahua	1496	GRANDMOTHER	hano
	Isconahua	1496	GRANDMOTHER	hota
	Isconahua	945	SPEAR	ashi
	Isconahua	1327	UNCLE	hontapa
	Isconahua	1327	UNCLE	kuka
	Isconahua	1040	HAIR	bo
	Isconahua	2614	SKIN (ANIMAL)	bichi
	Sharanahua	1383	GRANDFATHER	bechiroa
	Sharanahua	1383	GRANDFATHER	chaita
	Sharanahua	1575	COCKROACH	fapachanini
	Sharanahua	411	GOURD	choma
	Sharanahua	411	GOURD	faran
	Sharanahua	1063	NEPHEW	raru
	Sharanahua	1063	NEPHEW	coca
	Sharanahua	945	SPEAR	ashi
	Sharanahua	945	SPEAR	tsacati
	Chipaya	2614	SKIN (ANIMAL)	zqizi, aphu
	Araona	1840	BUILD	a
	Araona	2142	RUN AWAY	ana
	Araona	1786	DRY UP	azaja
	Araona	3294	BRAID (VERB) OR WEAVE (BASKET)	cuai
	Araona	3320	SNARE (TRAP)	emecuasa, tojo
	Araona	2012	COLLAR	iñe
	Araona	976	WEAR	jaiba
	Araona	2493	BOIL	locuacua
	Araona	860	CAUSE	me
	Araona	2102	BURN	otso
	Tsimane	493	FIVE	ĉanam’
	Tsimane	1500	FOUR	vájpedye’
ID	DOCULECT	CONCEPTICON_ID	CONCEPTICON_GLOSS	VALUE
ID	DOCULECT	CONCEPTICON_ID	CONCEPTICON_GLOSS	VALUE
4143	Amahuaca	143	HUMID	múcha
4247	Amahuaca	785	STRONG	cúrux
4573	Amahuaca	2112	OLD (AGED)	xuni
4574	Amahuaca	2117	DESIRE	cúunhí
4578	Amahuaca	2271	THINK	shínanhí
4581	Amahuaca	2324	GET WET	múchahí
4587	Amahuaca	2613	SKIN (HUMAN)	xácaa
4591	Amahuaca	3020	BREAK (BREAKING)	tóshiihí
4596	Amahuaca	3452	MUCH	cáhtin, hicha
4640	Capanahua	2613	SKIN (HUMAN)	bichi
4724	Capanahua	3913	COUGH (ACT OF COUGHING)	hocohi
4823	Capanahua	143	HUMID	mehchá
4825	Capanahua	2324	GET WET	mehchati
4889	Capanahua	785	STRONG	pahe, coshi
4909	Capanahua	2113	OLD (USED)	paxte
5007	Capanahua	2271	THINK	shinanquin, hihqui
5034	Capanahua	3020	BREAK (BREAKING)	tehqueti
5059	Capanahua	3452	MUCH	tsama
5091	Capanahua	2112	OLD (AGED)	xeni
5139	Capanahua	3472	DANCE (MOVEMENT)	yora
5281	Matis	2271	THINK	sinan
5285	Matis	2113	OLD (USED)	ßɨni
5588	Moseten	2866	DROP (SOMETHING)	hõ'čai
5589	Movima	2866	DROP (SOMETHING)	tata-βos-eɬ-na
6446	Poyanawa	2113	OLD (USED)	rãhũ
6541	Tutxiunaua	3472	DANCE (MOVEMENT)	bondoian
6690	Maropa	3603	EARTH OR LAND	mé-tri
6719	Maropa	785	STRONG	tre-tre-mi
6877	Matses	2866	DROP (SOMETHING)	nebud
6878	Matses	2866	DROP (SOMETHING)	tsinca
7397	Sharanahua	2866	DROP (SOMETHING)	mupacumui
7996	Kakataibo	2866	DROP (SOMETHING)	'apáti
7997	Kakataibo	2866	DROP (SOMETHING)	nipáti
8794	Kakataibo	3452	MUCH	'itsa
8796	Kakataibo	3913	COUGH (ACT OF COUGHING)	'ukuti
8816	Kakataibo	2613	SKIN (HUMAN)	bëxbí
8820	Kakataibo	143	HUMID	chabá
8821	Kakataibo	2324	GET WET	chabáti
8832	Kakataibo	785	STRONG	kushi
8833	Kakataibo	2117	DESIRE	kwëënti
8839	Kakataibo	3603	EARTH OR LAND	me
8879	Kakataibo	2271	THINK	sinanti
8894	Kakataibo	2112	OLD (AGED)	xëni
8903	Amahuaca	2486	HIDE	jónuquin
8927	Matses	2613	SKIN (HUMAN)	bitsi
8943	Matses	143	HUMID	chucu
8957	Matses	2117	DESIRE	daisid
8973	Matses	3603	EARTH OR LAND	mannied, nidaid
8987	Matses	3452	MUCH	nua
8989	Matses	2486	HIDE	ompo
8992	Matses	785	STRONG	paë
9008	Matses	2113	OLD (USED)	ʂëni
9013	Matses	2271	THINK	tantia
9018	Matses	3913	COUGH (ACT OF COUGHING)	toʂoque
9019	Matses	3020	BREAK (BREAKING)	tsesque
9027	Matses	2112	OLD (AGED)	tsusio
9050	Sharanahua	785	STRONG	curushu
9059	Sharanahua	3452	MUCH	fasi, ichapa
9062	Sharanahua	2613	SKIN (HUMAN)	fichi
9070	Sharanahua	2117	DESIRE	fuchipai
9071	Sharanahua	2113	OLD (USED)	funama, shuni
9079	Sharanahua	2486	HIDE	ihuai, onui
9089	Sharanahua	3603	EARTH OR LAND	mai
9094	Sharanahua	143	HUMID	mucha
9095	Sharanahua	2324	GET WET	muchanai
9112	Sharanahua	3913	COUGH (ACT OF COUGHING)	ocoi
9138	Sharanahua	2271	THINK	shinain
9164	Chipaya	143	HUMID	ajwi
9165	Chipaya	2271	THINK	am-ti-z, lap’i-zi-z
9172	Chipaya	3913	COUGH (ACT OF COUGHING)	ch’oj-z
9173	Chipaya	2112	OLD (AGED)	chakwa
9177	Chipaya	2486	HIDE	chhoj-z, uk-z
9246	Chipaya	2113	OLD (USED)	sij-chi, achi
9247	Chipaya	2117	DESIRE	sik-z
9263	Chipaya	785	STRONG	thupi
9276	Chipaya	3472	DANCE (MOVEMENT)	tsati
9287	Chipaya	3452	MUCH	wal.ja, zmali
9296	Chipaya	2613	SKIN (HUMAN)	zqizi
	Chipaya	3020	BREAK (BREAKING)	jwar-z, qholz-z
9306	Isconahua	2613	SKIN (HUMAN)	bichi
9324	Isconahua	3603	EARTH OR LAND	mai mecha
9325	Isconahua	3603	EARTH OR LAND	mai toshin
9334	Isconahua	143	HUMID	mecha
9335	Isconahua	143	HUMID	mecha mecha ewan
9343	Isconahua	3913	COUGH (ACT OF COUGHING)	ohko
9357	Isconahua	785	STRONG	tsimama
9375	Isconahua	2113	OLD (USED)	heni
9377	Isconahua	2486	HIDE	ipon
9388	Isconahua	3020	BREAK (BREAKING)	mori
9399	Isconahua	2866	DROP (SOMETHING)	pake
9445	Tacana	3452	MUCH	ebia su
9446	Tacana	2613	SKIN (HUMAN)	ebiti
9450	Tacana	2112	OLD (AGED)	edhi
9473	Tacana	2271	THINK	ja-piba-ti
9486	Tacana	3603	EARTH OR LAND	med’i
9502	Tacana	2486	HIDE	rubua
9513	Tacana	2117	DESIRE	tsa
9514	Tacana	143	HUMID	tsabida
9520	Tacana	785	STRONG	tucheda
9524	Tacana	3913	COUGH (ACT OF COUGHING)	utu
9550	Chacobo	2613	SKIN (HUMAN)	bichi
9566	Chacobo	2324	GET WET	chaax-haina
9568	Chacobo	143	HUMID	chaaxa
9570	Chacobo	785	STRONG	chamaxëni, coshi
9586	Chacobo	3452	MUCH	huëstima, misco
9604	Chacobo	2486	HIDE	jonëhaina
9607	Chacobo	3603	EARTH OR LAND	mai
9628	Chacobo	3020	BREAK (BREAKING)	noshihaina
9630	Chacobo	789	COUGH	ocohaina
9634	Chacobo	3472	DANCE (MOVEMENT)	pabëhai cato
9667	Chacobo	2271	THINK	shinahaina
9669	Chacobo	2113	OLD (USED)	siri, yosi
9670	Chacobo	2112	OLD (AGED)	siri, yosi
9694	Araona	785	STRONG	abeise
9765	Araona	3020	BREAK (BREAKING)	lemati
9783	Araona	2113	OLD (USED)	poísa
	Cavinena	143	HUMID	bati
	Cavinena	3020	BREAK (BREAKING)	buri, rake
	Cavinena	785	STRONG	jebu, kasa, weni
	Cavinena	2324	GET WET	nakata
	Cavinena	3603	EARTH OR LAND	yawa
	Tacana	2113	OLD (USED)	e-dhi
	Catuquina	2866	DROP (SOMETHING)	pakɨ-
	Tsimane	2271	THINK	chíqui
	Tsimane	2113	OLD (USED)	chucsi’
	Tsimane	3452	MUCH	dai’
	Tsimane	785	STRONG	fer
	Tsimane	3603	EARTH OR LAND	jac
	Tsimane	2486	HIDE	jijmu’saqui, jujmuij
	Tsimane	2117	DESIRE	má’jeyaqui
	Tsimane	2112	OLD (AGED)	p̂urej
	Tsimane	143	HUMID	sama’
	Tsimane	2324	GET WET	samaij, nuca’joij
	Tsimane	2613	SKIN (HUMAN)	sho’pa’
	Tsimane	3472	DANCE (MOVEMENT)	yo’yacdye’
