DOCULECT	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	SPANISH	PORTUGUESE	FORM
Araona	1860	BEAD	bead	chaquira, abalorio	contas, miçanga	
Araona	493	FIVE	five	cinco	cinco	
Araona	269	COOKED	cooked	cocido, cocinado	cozinhado, cozido	jiña
Araona	614	HILL	hill	cerro, colina, monte		ehuashocue
Araona	2012	COLLAR	collar	collar	colarinho	iñe
Araona	1340	WITH	with	con		nae
Araona	2248	KNOW (SOMEBODY)	know (somebody)	conocer a alguien		bamehue
Araona	1840	BUILD	build	construir, edificar	construir	a
Araona	1711	TELL	tell	contar, narrar	dizer	topo
Araona	1275	ANSWER	answer	contestar	responder	
Araona	1827	HARVEST CROPS	harvest crops	cosechar		lalo, jijo
Araona	3472	DANCE (MOVEMENT)	dance (movement)	danza		
Araona	1195	GIVE BIRTH	give birth	dar a luz	parir	jaidyaohue
Araona	2866	DROP (SOMETHING)	drop (something)	dejar caer	deixar cair	
Araona	1883	IN FRONT OF	in front of	delante	frente	
Araona	2308	THIN	thin	delgado	fino	lasalasa
Araona	2334	MELT	melt	derretir		
Araona	2117	DESIRE	desire	desear		dehua
Araona	590	NAKED	naked	desnudo	despido, nu	
Araona	3174	WAKE UP (SOMEONE)	wake up (someone)	despertar		ize
Araona	681	DESTROY	destroy	destruir	destruir	
Araona	2504	DIFFERENT	different	diferente		-pea
Araona	2561	HURT (SENSE PAIN)	hurt (sense pain)	doler		
Araona	1129	PAINFUL	painful	doloroso		ajamomo
Araona	1463	DRUNK	drunk	ebrio	embriagado	
Araona	379	BLUNT	blunt	embotado, romo	embotado, rombudo	
Araona	1741	ABOVE	above	encima	encima	biyo
Araona	57	ATOP	atop	encima, sobre	sobre	
Araona	719	FIND	find	encontrar, hallar	achar, encontrar	tso
Araona	1358	ENEMY	enemy	enemigo	inimigo	
Araona	2327	BECOME SICK	become sick	enfermarse, estar enfermo		micata
Araona	1986	DISEASE	disease	enfermedad (dolencia)		
Araona	3230	DECEIVE	deceive	engañar		
Araona	2223	BE ANGRY	be angry	enojado		azai
Araona	2215	BECOME ANGRY	become angry	enojarse		zaiqui
Araona	689	BETWEEN	between	entre		janabacua
Araona	1615	ESCAPE	escape	escapar		ana
Araona	2142	RUN AWAY	run away	escapar		ana
Araona	78	THAT	that	eso, ese, aquel	esse	da
Araona	1590	WAIT (FOR)	wait (for)	esperar		dehua
Araona	124	THORN	thorn	espina	espinho	acuiza
Araona	1214	THIS	this	este	este	dya
Araona	1430	STAR	star	estrella	estrela	
Araona	38	SPREAD OUT	spread out	extender, esparcir	estender, espalhar	dela
Araona	1175	GHOST	ghost	fantasma, espíritu	fantasma	tseiñe
Araona	3287	BLOOM	bloom	florecer		
Araona	2003	FLOW	flow	fluir, correr	fluir	
Araona	690	BOTTOM	bottom	fondo	fundo	sicha
Araona	3861	FAIL	fail	fracasar		
Araona	785	STRONG	strong	fuerte	FORTE	abeise
Araona	1689	SMOKE (INHALE)	smoke (inhale)	fumar	fumar	
Araona	1346	THROAT	throat	garganta	gargante	
Araona	1005	TWINS	twins	gemelos	gêmeos	pelei
Araona	1588	TURN	turn	girar, voltearse	virar	jeja
Araona	1433	HIT	hit	golpear	bater	ishe
Araona	21	TASTE (SOMETHING)	taste (something)	gustar, saborear	sabor, gosto	
Araona	813	DO	do	hacer	fazer	a
Araona	2019	HAMMOCK	hammock	hamaca, chinchorro	rede	shahui
Araona	1533	BE HUNGRY	be hungry	hambriento	TER FOME	mízae
Araona	675	FAECES (EXCREMENT)	faeces (excrement)	heces	fezes	
Araona	3923	FEMALE ANIMAL	female animal	hembra		pona
Araona	1109	WOUND	wound	herida, llaga	ferida, chaga	
Araona	2411	HURT (SOMEBODY)	hurt (somebody)	herir		
Araona	2493	BOIL	boil	hervir		locuacua
Araona	2492	BOIL (SOMETHING)	boil (something)	hervir. cocer		
Araona	121	SPIN	spin	hilar	fiar	
Araona	3701	HOLLOW	hollow	hueco, vacio		
Araona	1149	ORPHAN	orphan	huérfano, huérfana	órfão/órfã	
Araona	1250	JAGUAR	jaguar	jaguar	onça pintada	iba
Araona	411	GOURD	gourd	jícara	cabaça	
Araona	945	SPEAR	spear	lanza	lança	
Araona	1454	WIPE	wipe	limpiar		jaicha
Araona	2006	FILL	fill	llenar		jejea
Araona	1253	RAIN (RAINING)	rain (raining)	llover		
Araona	1520	CRUSH	crush	machacar, aplastar		potsi
Araona	3924	MALE ANIMAL	male animal	macho		
Araona	1803	WOOD	wood	madera	madeira	
Araona	179	RIPEN	ripen	madurar		ajahuajahua
Araona	8	CURSE	curse	maldecir	amaldiçoar	
Araona	2472	SUCKLE (BREASTFEED, NURSE)	suckle (breastfeed, nurse)	mamar		sosoa
Araona	225	PESTLE	pestle	mano de mortero	socador (do pilão)	
Araona	3780	PET	pet	mascota		
Araona	1372	MEDICINE	medicine	medicina, remedio	medicamento, remédio	
Araona	1730	CHEEK	cheek	mejilla	bochecha	
Araona	2827	MENSTRUATE	menstruate	menstruar		
Araona	816	HALF	half	mitad	metade	
Araona	143	HUMID	humid	mojado		anaja
Araona	2069	SOAK (VERB)	soak (verb)	mojar		
Araona	2324	GET WET	get wet	mojarse		
Araona	1350	MONKEY	monkey	mono/s	macaco	
Araona	639	MOUNTAIN	mountain	montaña, monte	serra	ehuashocue
Araona	2409	BROWN	brown	moreno		
Araona	1494	DIE	die	morir	morrer	mano
Araona	3452	MUCH	much	mucho		apamo
Araona	1666	MUTE	mute	mudo	mudo	
Araona	1625	DEAD	dead	muerto	morto	
Araona	1240	NOT	not	no	não	mi
Araona	2341	CLOUDY	cloudy	nublado		boso, mozizi bade
Araona	739	FEED	feed	nutrir		
Araona	694	GET	get	obtener (recibir)	obter, conseguir	jemiqui
Araona	3749	HATE (LOATHING)	hate (loathing)	odiar		
Araona	1586	SMELL (PERCEIVE)	smell (perceive)	oler, olfatear	cheirar	jebe
Araona	2124	SMELL	smell	olor	cheirar	ahuani
Araona	3463	RIVERBANK	riverbank	orilla, ribera		labio
Araona	1142	URINE	urine	orina	urina	huia
Araona	505	PARENTS	parents	padres	pais	
Araona	1295	STICK	stick	palo		
Araona	282	POLE	pole	palo, polo		
Araona	593	POTATO	potato	papa	batata	eshoa
Araona	2390	PECCARY	peccary	pecarí		
Araona	1159	FART	fart	pedo	peido	
Araona	2070	COMB (VERB)	comb (verb)	peinar		peo
Araona	1423	FIGHT	fight	pelear	lutar	
Araona	2486	HIDE	hide	pellejo	ESCONDER	lobo
Araona	2614	SKIN (ANIMAL)	skin (animal)	pellejo, piel		
Araona	1040	HAIR	hair	pelo	pelo	
Araona	2271	THINK	think	pensar	pensar	nime-a
Araona	1660	LOSE	lose	perder		huoya
Araona	423	GET LOST	get lost	perderse	PERDER-SE	jahuoyati
Araona	1047	PURSUE	pursue	perseguir	perseguir	cuade
Araona	2638	FISHING	fishing	pescar	pescar	sohua
Araona	544	SPICY	spicy	picante		azio
Araona	857	STONE	stone	piedra	pedra	majana
Araona	2613	SKIN (HUMAN)	skin (human)	piel		biqui
Araona	72	CLAW	claw	pinza	unha	
Araona	2159	GROUND	ground	piso		
Araona	1674	POOR	poor	pobre	pobre	
Araona	1913	PRESS	press	presionar	comprimir, apertar	
Araona	2907	ROT	rot	pudrirse		ihui
Araona	3609	TOWN OR VILLAGE	town or village	pueblo, ciudad	cidade pequena ou vila	jode, lele
Araona	232	FLEA	flea	pulga	pulga	
Araona	1473	FIST	fist	puño		
Araona	2102	BURN	burn	quemar, arder	queimar	otso
Araona	3080	SPLIT OPEN	split open	rajar		
Araona	1531	BRANCH	branch	rama	galho	acuisha
Araona	1490	RAT	rat	rata	RATO	jique
Araona	1491	MOUSE	mouse	ratón	camundongo	bacue jique
Araona	371	PICK UP	pick up	recoger	captar	je-ana
Araona	707	REMEMBER	remember	recordar	lembrar-se	
Araona	388	FISHNET	fishnet	red, atarraya	rede de pesca	
Araona	1407	BREATHE	breathe	respirar	respirar	janamiqui
Araona	870	BREATH	breath	respiro	hálito	
Araona	3224	WRING	wring	retorcer, estrujar		podo
Araona	696	STIR	stir	revolver		
Araona	666	RIVER	river	río	rio	mano
Araona	3020	BREAK (BREAKING)	break (breaking)	romperse	quebrar(-se) / romper(-se)	lemati
Araona	1983	SNORE	snore	roncar	roncar, ressonar	
Araona	1182	NOISE	noise	ruido		
Araona	377	LOUD	loud	ruidoso	ruidoso, barulhento	apaza
Araona	3883	NOISY	noisy	ruidoso		
Araona	1274	SALT	salt	sal	sal	
Araona	1786	DRY UP	dry up	secar	secar	azaja
Araona	2015	MAKE DRY	make dry	secar		
Araona	1649	SIT DOWN	sit down	sentarse	SENTAR (-SE)	ani
Araona	1063	NEPHEW	nephew	sobrino	sobrinho	
Araona	129	CHOKE	choke	sofocar	sufocar	
Araona	2506	LOOSE	loose	suelto		abelebele
Araona	2374	DREAM	dream	sueño	SONHO / SONHAR	
Araona	974	TOBACCO	tobacco	tabaco	tabaco	
Araona	155	CHOP	chop	tajar, cortar		
Araona	463	FELL (A TREE)	fell (a tree)	talar, tumbar, derribar		cue
Araona	980	HEEL	heel	talón	calcanhar	
Araona	2319	LID (COVER, CAP)	lid (cover, cap)	tapa		bichomoi
Araona	3294	BRAID (VERB) OR WEAVE (BASKET)	braid (verb) or weave (basket)	tejer, trenzar	tecer	cuai
Araona	773	HAVE	have	tener	ter	
Araona	1448	HOLD	hold	tener (en mano), apoyar	segurar, agarrar	
Araona	1419	FEAR (BE AFRAID)	fear (be afraid)	tener miedo	ter medo	
Araona	3603	EARTH OR LAND	earth or land	tierra	TERRA / PAÍS	ehua
Araona	1327	UNCLE	uncle	tío	tio	
Araona	3913	COUGH (ACT OF COUGHING)	cough (act of coughing)	toser		oto
Araona	1086	WORK (ACTIVITY)	work (activity)	trabajar		modo
Araona	3320	SNARE (TRAP)	snare (trap)	trampa, cepo		emecuasa, tojo
Araona	1043	BRAID	braid	trenzar	trança	
Araona	1334	GUTS	guts	tripas	vísceras	tsama
Araona	699	SAD	sad	triste	TRISTE (ZA)	amosone
Araona	2113	OLD (USED)	old (used)	usado		poísa
Araona	1836	VAGINA	vagina	vagina	vagina	jótsecua
Araona	1571	SELL	sell	vender	vender	
Araona	1342	SUMMER	summer	verano	verão	
Araona	976	WEAR	wear	vestir		jaiba
Araona	2112	OLD (AGED)	old (aged)	viejo		janahua
Araona	1251	BELLY	belly	vientre, barriga	barriga	ese
Araona	1422	BE ALIVE	be alive	vivo	vivo	
Araona	1363	VOICE	voice	voz	voz	etsoi
Araona	1837	VULVA	vulva	vulva	órgão sexual feminino	
Araona	1577	AND	and	y	e	
Araona	119	DIVE	dive	zambullirse	mergulhar	
